NRS_TRIP_CODE,SAMPLE_DEPTH_M,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,QC_FLAG
NRSYON20110720,WC,0.011,0,0.011,0,(null),0.009,0,0,0,0.013,0.017,0,0,0,0.002,0.024,0,0,0.009,0,0,0,0,0,0.06,0,0,0,0,0.006,0.006,0.01,0.145,0.155,0,0,0,0,(null),(null),0.012,0,1
NRSYON20130515,WC,0.014,0,0.02,0.004,(null),0,0,0,0,0.007,0.034,0.002,0,0.004,0.001,0.023,0.003,0,0.006,0,0,0.003,0,0,0.07,0,0,0,0,0.02,0.02,0,0.239,0.239,0,0,0,0,(null),(null),0.019,0,1
NRSNIN20120226,WC,0.06,0,0.057,0.008,(null),0,0,0.01,0,0.027,0.111,0.009,0,0.017,0.006,0.09,0.009,0,0.025,0,0,0.012,0,0,0.075,0,0,0,0,0.081,0.081,0.057,0.535,0.592,0,0,0.094,0,(null),(null),0.042,0,1
NRSPHB20090518,WC,0.045,0,0.053,0,(null),0.072,0.094,0,0,0.022,0.119,0.004,0,0.011,0,0.052,0,0,0.017,0,0,0.011,0,0,0.027,0,0,0,0,0.031,0.031,0.012,0.334,0.346,0,0,0,0,(null),(null),0.017,0,1
NRSPHB20090819,WC,0.028,0,0.062,0.008,(null),0,0,0.048,0,0.016,0.053,0.011,0,0.03,0.009,0.057,0,0,0.023,0,0,0.029,0,0.003,0.01,0,0,0,0,0.103,0.103,0,0.475,0.475,0,0,0,0,(null),(null),0.022,0,1
NRSPHB20091110,WC,0.124,0,0.076,0,(null),0.184,0,0.012,0,0.017,0.3,0,0,0,0,0.026,0,0,0.033,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0.471,0.471,0,0,0,0,(null),(null),0.014,0,1
NRSPHB20101019,WC,0.03,0,0.035,0,(null),0,0,0,0,0.036,0.054,0,0,0,0,0.073,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.024,0.024,0,0.268,0.268,0,0,0,0,(null),(null),0,0,2
NRSPHB20101110,WC,0.026,0,0.033,0,(null),0,0,0.008,0,0.033,0.037,0.007,0,0.021,0.004,0.07,0,0,0.014,0,0,0.011,0,0,0.01,0,0,0,0,0.061,0.061,0,0.322,0.322,0,0,0,0,(null),(null),0.016,0,2
NRSPHB20110203,WC,0.037,0,0.04,0,(null),0.037,0,0.009,0,0.023,0.101,0.006,0,0.009,0.004,0.032,0.006,0,0.016,0,0,0,0,0.007,0.028,0.004,0,0,0,0.03,0.03,0.009,0.269,0.278,0,0,0,0,(null),(null),0.015,0,1
NRSPHB20110228,WC,0.029,0,0.036,0.006,(null),0,0,0.013,0,0.028,0.019,0.023,0,0.031,0.011,0.049,0,0,0.008,0,0,0.008,0,0,0.044,0.025,0,0,0,0.161,0.161,0.027,0.413,0.44,0,0.005,0,0,(null),(null),0.03,0,2
NRSPHB20111117,WC,0.046,0,0.071,0.016,(null),0,0,0.034,0.042,0.014,0.206,0.002,0,0.006,0.007,0.04,0,0,0.048,0,0.004,0.006,0,0.006,0,0,0,0,0,0.019,0.019,0,0.592,0.592,0,0,0,0,(null),(null),0.02,0,2
NRSKAI20091007,WC,0.008,0,0,0.024,(null),0,0,0,0,0.011,0.013,0.005,0,0.012,0.002,0.024,0,0,0.004,0,0,0.004,0,0,0.034,0,0,0,0,0.037,0.037,0.009,0.156,0.165,0,0,0,0,(null),(null),0.005,0,4
NRSKAI20091115,WC,0.016,0,0.023,0,(null),0,0,0,0,0,0.05,0,0,0,0,0.008,0,0,0.004,0,0,0,0,0,0.008,0,0,0,0,0.01,0.01,0,0.098,0.098,0,0,0,0,(null),(null),0,0,4
NRSKAI20091215,WC,0.01,0,0.021,0,(null),0,0,0.017,0,0.011,0.009,0.003,0,0.007,0.002,0.039,0,0,0.006,0,0,0.002,0,0.001,0.015,0,0,0,0,0.041,0.041,0.009,0.214,0.223,0,0,0,0,(null),(null),0.006,0,4
NRSKAI20120116,WC,0.011,0,0.019,0.002,(null),0,0,0,0,0.014,0.013,0.002,0,0.006,0.002,0.025,0.006,0,0.005,0,0,0.003,0,0,0.078,0,0,0,0,0.026,0.026,0.052,0.142,0.194,0,0,0,0,(null),(null),0.017,0,1
NRSESP20111130,WC,0.021,0,0.028,0,(null),0.008,0,0,0,0.021,0.036,0.004,0,0.014,0.005,0.054,0.008,0,0.018,0,0.003,0.003,0,0.005,0.035,0,0,0,0,0.045,0.045,0.008,0.24,0.248,0,0,0,0,(null),(null),0.013,0,1
NRSNSI20100916,WC,0.036,0,0,0.073,(null),0,0,0,0,0.025,0.119,0.004,0,0.007,0,0.045,0,0,0.017,0,0,0,0,0.009,0.017,0,0,0,0,0.033,0.033,0,0.319,0.319,0,0,0,0,(null),(null),0.01,0,2
NRSPHB20130319,WC,0.045,0,0.038,0,(null),0.009,0,0.005,0,0.034,0.041,0.003,0,0.006,0.002,0.048,0,0,0.012,0,0,0,0,0,0.042,0,0,0,0.011,0.035,0.046,0.041,0.257,0.298,0,0,0,0,(null),(null),0.016,0,1
NRSROT20150128,WC,0.02,0,0.025,0,(null),0.008,0,0,0,0.015,0.032,0.003,0,0.008,0.004,0.046,0.003,0,0.029,0,0.004,0.003,0,0.007,0.02,0.002,0,0,0,0.023,0.023,0.005,0.178,0.183,0,0,0,0,(null),(null),0.008,0,1
NRSMAI20150312,WC,0.038,0,0.099,0,(null),0.04,0,0.011,0,0.025,0.053,0.019,0,0.045,0.012,0.067,0.005,0,0.018,0,0.002,0.072,0,0.002,0.036,0.003,0,0,0,0.156,0.156,0.012,0.682,0.694,0,0,0,0,(null),(null),0.023,0,1
NRSMAI20150224,WC,0.033,0,0.052,0,(null),0.016,0,0.011,0,0.022,0.042,0.006,0,0.015,0.003,0.065,0.003,0,0.017,0,0,0.014,0,0.003,0.007,0,0,0,0,0.062,0.062,0,0.343,0.343,0,0,0,0,(null),(null),0.01,0,1
NRSYON20141014,WC,0.04,0,0.081,0,(null),0.055,0,0.005,0,0.045,0.165,0.002,0,0.002,0.003,0.054,0.004,0,0.045,0,0,0,0,0.009,0.064,0,0,0,0.006,0.014,0.02,0.058,0.539,0.597,0,0,0,0,(null),(null),0.032,0,1
NRSMAI20090601,WC,0.015,0,0.037,0.02,(null),0,0,0.018,0,0.023,0.04,0.017,0,0.035,0.01,0.051,0,0,0.012,0,0,0.023,0,0,0.007,0,0,0,0,0.121,0.121,0,0.39,0.39,0,0,0,0,(null),(null),0.014,0,2
NRSMAI20091013,WC,0.1,0,0.13,0.043,(null),0.019,0.131,0.02,0.089,0.014,0.507,0.011,0,0.031,0.012,0.05,0,0,0.08,0,0.003,0.013,0,0.005,0.012,0,0,0,0,0.08,0.08,0,1.477,1.477,0,0,0.151,0,(null),(null),0.039,0,1
NRSMAI20101001,WC,0.007,0,0.023,0,(null),0,0,0.006,0,0.01,0.055,0.006,0,0.018,0.004,0.031,0,0,0.016,0,0,0.007,0,0,0.005,0,0,0,0,0.052,0.052,0,0.23,0.23,0,0,0,0,(null),(null),0.005,0,1
NRSMAI20120119,WC,0.06,0,0.095,0,(null),0.053,0,0.036,0,0.028,0.124,0.02,0,0.049,0.014,0.133,0,0,0.051,0,0.007,0.035,0,0.004,0.026,0,0,0,0,0.193,0.193,0,0.775,0.775,0,0,0,0,(null),(null),0.033,0,1
NRSMAI20120222,WC,0.073,0,0.09,0.014,(null),0,0,0.007,0,0.047,0.094,0.032,0,0.084,0.021,0.096,0,0,0.028,0,0.008,0.033,0,0,0.076,0,0,0,0,0.29,0.29,0.031,0.802,0.833,0,0,0,0,(null),(null),0.044,0,1
NRSMAI20121002,WC,0.025,0,0.052,0,(null),0.084,0,0.011,0,0.012,0.097,0.011,0,0.019,0.006,0.036,0,0,0.017,0,0,0.009,0,0,0,0,0,0,0,0.052,0.052,0,0.39,0.39,0,0,0,0,(null),(null),0.008,0,1
NRSMAI20130424,WC,0.041,0,0.067,0,(null),0.011,0,0.017,0,0.025,0.038,0.012,0,0.028,0.012,0.081,0.005,0,0.018,0,0.003,0.031,0,0,0.012,0,0,0,0,0.11,0.11,0.005,0.503,0.508,0,0,0,0,(null),(null),0.02,0,1
NRSNSI20130806,WC,0.059,0,0.046,0,(null),0.046,0.039,0,0,0.013,0.098,0,0,0,0,0.024,0,0,0.011,0,0,0,0,0,0.004,0,0,0,0,0.006,0.006,0,0.248,0.248,0,0,0,0,(null),(null),0.006,0,1
NRSROT20110324,WC,0.051,0,0.048,0,(null),0.107,0.052,0.005,0,0.02,0.09,0.002,0,0.005,0.002,0.058,0,0,0.018,0,0,0.004,0,0,0.033,0,0,0,0,0.021,0.021,0.016,0.198,0.214,0,0,0,0,(null),(null),0.016,0,1
NRSROT20130321,WC,0.028,0,0.031,0,(null),0.013,0,0.005,0,0.007,0.059,0.002,0,0.003,0,0.035,0,0,0.018,0,0.002,0.004,0,0.006,0.02,0,0,0,0,0.021,0.021,0.008,0.241,0.249,0,0,0,0,(null),(null),0.008,0,1
NRSROT20130517,WC,0.042,0,0.064,0,(null),0.015,0,0.005,0,0.02,0.09,0.014,0,0.032,0.014,0.054,0.012,0,0.02,0,0.003,0.016,0,0.003,0.038,0.005,0,0,0,0.115,0.115,0.014,0.548,0.562,0,0,0,0,(null),(null),0.022,0,1
NRSROT20120130,WC,0.023,0,0.023,0.003,(null),0,0,0.005,0,0.02,0.032,0.004,0,0.009,0,0.047,0,0,0.013,0,0,0,0,0.008,0.054,0,0,0,0,0.044,0.044,0.035,0.214,0.249,0,0,0,0,(null),(null),0.012,0,1
NRSROT20120504,WC,0.052,0,0.055,0.008,(null),0,0,0.005,0,0.042,0.071,0.01,0,0.018,0.006,0.114,0.01,0,0.02,0,0,0.013,0,0,0.038,0,0,0,0,0.081,0.081,0.02,0.46,0.48,0,0,0,0,(null),(null),0.025,0,1
NRSNSI20130418,WC,0.008,0,0.015,0,(null),0,0,0,0,0.015,0.007,0,0,0,0,0.026,0,0,0.004,0,0,0,0,0,0.032,0,0,0,0.004,0.011,0.015,0.037,0.081,0.118,0,0,0,0,(null),(null),0.008,0,1
NRSYON20140317,WC,0.029,0,0.028,0,(null),0.017,0,0,0,0.01,0.038,0.004,0,0.007,0.002,0.05,0.003,0,0.014,0,0.001,0.002,0,0,0.095,0,0,0,0,0.032,0.032,0,0.434,0.434,0,0,0,0,(null),(null),0.036,0,1
NRSYON20140501,WC,0.015,0,0.019,0,(null),0.005,0,0,0,0.013,0.02,0,0,0,0,0.044,0.005,0,0.015,0,0,0,0,0.003,0.079,0,0,0,0.003,0.011,0.014,0.029,0.226,0.255,0,0,0,0,(null),(null),0.021,0,1
NRSYON20140527,WC,0.014,0,0.018,0,(null),0.008,0,0,0,0.007,0.021,0.003,0,0.004,0.002,0.025,0.003,0,0.008,0,0,0,0,0,0.099,0,0,0,0.004,0.016,0.02,0.038,0.266,0.304,0,0,0,0,(null),(null),0.028,0,1
NRSYON20140624,WC,0.01,0,0.014,0,(null),0.008,0,0,0,0.01,0.019,0,0,0,0.001,0.025,0,0,0.009,0,0,0,0,0,0.066,0,0,0,0,0.008,0.008,0.03,0.132,0.162,0,0,0,0,(null),(null),0.013,0,1
NRSDAR20121208_16:30,WC,0.025,0,0.04,0.015,(null),0,0,0,0,0,0.115,0,0,0.008,0.002,0.024,0.007,0,0.014,0,0,0.006,0,0,0.047,0,0,0,0,0.036,0.036,0,0.355,0.355,0,0,0,0,(null),(null),0.024,0,1
NRSDAR20121208_23:30,WC,0.024,0,0.053,0.021,(null),0,0,0.011,0,0,0.141,0.005,0,0.015,0.006,0.023,0.009,0,0.025,0,0,0.011,0,0,0.084,0,0,0,0,0.053,0.053,0,0.539,0.539,0,0,0,0,(null),(null),0.033,0,1
NRSDAR20121209_03:00,WC,0.031,0,0.074,0.021,(null),0,0,0,0,0,0.206,0.005,0,0.012,0.006,0.042,0.011,0,0.039,0,0,0.01,0,0,0.113,0,0,0,0,0.053,0.053,0,0.746,0.746,0,0,0,0,(null),(null),0.042,0,1
NRSDAR20130405,WC,0,0,0.042,0.025,(null),0,0,0,0,0,0.151,0,0,0,0,0,0,0,0.019,0,0,0.006,0,0,0.064,0,0,0,0,0,0,0,0.388,0.388,0,0,0,0,(null),(null),0.019,0,1
NRSYON20090909,WC,0.014,0,0.017,0,(null),0,0,0,0,0.008,0.043,0,0,0,0.002,0.026,0,0,0.017,0,0,0,0,0,0.048,0,0,0,0,0,0,0.028,0.169,0.197,0,0,0,0,(null),(null),0.016,0,1
NRSYON20110323,WC,0.069,0,0.066,0,(null),0.026,0,0.015,0,0.021,0.133,0.009,0,0.023,0.006,0.093,0.008,0,0.026,0,0,0.018,0,0,0.107,0,0,0,0,0.096,0.096,0.012,0.675,0.687,0,0,0,0,(null),(null),0.045,0,1
NRSYON20111213,WC,0,0,0.016,0,(null),0.015,0,0,0,0.008,0.017,0,0,0,0.002,0.024,0,0,0.006,0,0,0,0,0,0.133,0,0,0,0,0,0,0.103,0.129,0.232,0,0,0,0,(null),(null),0.031,0,1
NRSYON20120402,WC,0.024,0,0.025,0,(null),0.104,0,0,0,0.007,0.07,0.002,0,0.004,0.001,0.028,0,0,0.01,0,0,0,0,0,0.07,0,0,0,0,0.014,0.014,0,0.214,0.214,0,0,0,0,(null),(null),0.016,0,1
NRSYON20120918,WC,0.013,0,0.027,0,(null),0.011,0,0,0,0.014,0.033,0,0,0,0.002,0.022,0,0,0.016,0,0,0,0,0.003,0.064,0,0,0,0.003,0.011,0.014,0.038,0.157,0.195,0,0,0,0,(null),(null),0.015,0,1
NRSYON20130220,WC,0.009,0,0.013,0,(null),0.004,0,0,0,0.008,0.011,0,0,0,0.002,0.018,0.002,0,0.009,0,0,0,0,0,0.101,0,0,0,0.005,0.011,0.016,0.052,0.153,0.205,0,0,0,0,(null),(null),0.021,0,1
NRSYON20130719,WC,0.007,0,0.017,0,(null),0.006,0,0,0,0.01,0.017,0,0,0,0,0.024,0,0,0.009,0,0,0,0,0,0.057,0,0,0,0,0.007,0.007,0,0.187,0.187,0,0,0,0,(null),(null),0.011,0,1
NRSNIN20120509,WC,0.028,0,0.04,0,(null),0.01,0,0.013,0,0.016,0.042,0.006,0,0.012,0.003,0.045,0.003,0,0.013,0,0.004,0.01,0,0.005,0.08,0,0,0,0,0.065,0.065,0.063,0.405,0.468,0,0,0,0,(null),(null),0.027,0,1
NRSPHB20100119,WC,0.177,0,0.35,0,(null),0,0.116,0.054,0,0.068,0.769,0,0,0.013,0.004,0.097,0,0,0.113,0,0.002,0.023,0,0.009,0,0,0,0,0,0.038,0.038,0,1.843,1.843,0,0,0,0,(null),(null),0.047,0,2
NRSKAI20110123,WC,0.016,0,0.023,0,(null),0,0,0.01,0,0.01,0.008,0,0,0.004,0,0.022,0,0,0.004,0,0,0,0,0,0.04,0,0,0,0.003,0.033,0.036,0.045,0.148,0.193,0,0,0,0,(null),(null),0.008,0,2
NRSKAI20111115,WC,0.008,0,0.015,0,(null),0,0,0.004,0,0.007,0.024,0.001,0,0.002,0.001,0.014,0,0,0.009,0,0,0.005,0,0.006,0.028,0,0,0,0,0.016,0.016,0.014,0.113,0.127,0,0,0,0,(null),(null),0.008,0,1
NRSKAI20130506,WC,0.032,0,0.04,0,(null),0.006,0.007,0,0,0.029,0.024,0.007,0,0.013,0.003,0.05,0,0,0.008,0,0.003,0.009,0,0.003,0.025,0,0,0,0.004,0.067,0.071,0.032,0.276,0.308,0,0,0,0,(null),(null),0.014,0,1
NRSESP20120229,WC,0.019,0,0.03,0,(null),0.03,0,0.007,0,0.024,0.043,0,0,0.008,0.003,0.06,0,0,0.019,0,0,0.007,0,0,0.025,0,0,0,0,0.039,0.039,0.011,0.277,0.288,0,0,0,0,(null),(null),0.01,0,1
NRSNSI20100711,WC,0.015,0,0,0,(null),0.066,0,0,0,0.013,0.057,0,0,0,0,0.026,0,0,0.007,0,0,0,0,0,0.01,0,0,0,0,0.014,0.014,0,0.167,0.167,0,0,0,0,(null),(null),0.006,0,2
NRSNSI20110119,WC,0.033,0,0.039,0,(null),0.025,0.032,0,0,0.023,0.104,0.008,0,0.013,0.003,0.049,0,0,0.011,0,0,0.004,0,0.007,0.039,0.009,0,0,0,0.065,0.065,0.034,0.369,0.403,0,0,0,0,(null),(null),0.018,0,2
NRSDAR20140906_00:30,WC,0.011,0,0.021,0,(null),0.013,0,0,0,0.006,0.063,0.003,0,0.01,0.003,0.025,0.007,0,0.015,0,0,0.004,0,0,0.067,0,0,0,0,0.028,0.028,0,0.293,0.293,0,0,0,0,(null),(null),0.021,0,1
NRSDAR20140906_09:30,WC,0.015,0,0.02,0,(null),0.015,0,0,0,0.005,0.059,0.003,0,0.008,0.003,0.019,0.007,0,0.01,0,0,0.004,0,0.004,0.084,0,0,0,0,0.023,0.023,0,0.265,0.265,0,0,0,0,(null),(null),0.022,0,1
NRSDAR20140906_03:30,WC,0.014,0,0.023,0,(null),0.015,0,0,0,0.006,0.058,0.003,0,0.009,0.004,0.02,0.007,0,0.015,0,0,0.004,0,0,0.082,0,0,0,0,0.027,0.027,0,0.306,0.306,0,0,0,0,(null),(null),0.02,0,1
NRSDAR20140906_06:30,WC,0.015,0,0.024,0,(null),0.014,0,0,0,0.006,0.063,0.005,0,0.01,0.005,0.024,0.005,0,0.018,0,0,0.008,0,0.005,0.105,0,0,0,0,0.043,0.043,0,0.36,0.36,0,0,0,0,(null),(null),0.029,0,1
NRSPHB20140427,WC,0.044,0,0.057,0,(null),0.015,0,0.009,0,0.039,0.038,0.013,0,0.024,0.007,0.076,0.005,0,0.018,0,0,0.014,0,0,0.054,0.008,0,0,0.005,0.105,0.11,0.058,0.496,0.554,0,0,0,0,(null),(null),0.033,0,1
NRSPHB20140515,WC,0.048,0,0.043,0,(null),0.008,0,0.005,0,0.048,0.022,0.008,0,0.014,0.004,0.071,0.003,0,0.015,0,0,0.006,0,0,0.037,0.005,0,0,0.007,0.066,0.073,0.037,0.331,0.368,0,0,0,0,(null),(null),0.02,0,1
NRSPHB20140612,WC,0.117,0,0.11,0,(null),0.057,0.027,0.007,0,0.063,0.187,0.011,0,0.023,0.005,0.12,0.006,0,0.023,0,0,0.007,0,0,0.015,0.003,0,0,0,0.095,0.095,0.013,0.755,0.768,0,0,0,0,(null),(null),0.025,0,1
NRSPHB20140716,WC,0.047,0,0.07,0,(null),0.008,0,0.011,0,0.055,0.029,0.01,0,0.019,0.004,0.075,0,0,0.012,0,0,0.022,0,0,0.03,0,0,0,0,0.103,0.103,0.014,0.501,0.515,0,0,0,0,(null),(null),0.023,0,1
NRSPHB20140824,WC,0.043,0,0.077,0,(null),0.023,0,0.011,0,0.036,0.045,0.014,0,0.034,0.017,0.068,0,0,0.021,0,0.002,0.05,0,0.003,0.011,0,0,0,0,0.122,0.122,0,0.605,0.605,0,0,0,0,(null),(null),0.022,0,1
NRSPHB20091011,WC,0.053,0,0.09,0,(null),0,0,0.045,0,0.033,0.078,0.006,0,0.013,0.006,0.094,0.008,0,0.042,0,0,0.047,0,0.007,0.007,0,0,0,0,0.056,0.056,0,0.622,0.622,0,0,0,0,(null),(null),0.027,0,1
NRSPHB20091206,WC,0.012,0,0,0.027,(null),0,0,0.011,0,0.017,0.042,0.007,0,0.014,0.006,0.034,0.004,0,0.013,0,0.002,0.003,0,0.003,0.036,0.003,0,0,0,0.063,0.063,0,0.272,0.272,0,0,0,0,(null),(null),0.01,0,1
NRSPHB20100702,WC,0.056,0,0.054,0,(null),0,0,0.008,0,0.052,0.074,0.011,0,0.023,0.007,0.103,0,0,0.019,0,0,0.015,0,0,0.006,0,0,0,0,0.09,0.09,0,0.489,0.489,0,0,0,0,(null),(null),0.017,0,1
NRSPHB20110420,WC,0.027,0,0.027,0,(null),0.011,0,0.006,0,0.034,0.02,0.008,0,0.011,0.004,0.046,0,0,0.008,0,0,0,0,0,0.053,0.007,0,0,0.017,0.056,0.073,0.055,0.234,0.289,0,0,0,0,(null),(null),0.026,0,1
NRSPHB20110914,WC,0.05,0,0.119,0,(null),0.049,0.063,0.01,0,0.026,0.299,0.009,0,0.02,0.005,0.056,0,0,0.034,0,0.002,0.009,0,0.007,0.022,0,0,0,0,0.083,0.083,0,0.885,0.885,0,0,0,0,(null),(null),0.029,0,2
NRSKAI20110427,WC,0.025,0,0.029,0.003,(null),0,0,0.005,0,0.03,0.013,0.003,0,0.006,0.002,0.058,0,0,0.01,0,0.003,0.005,0,0.004,0.069,0,0,0,0.004,0.028,0.032,0.086,0.195,0.281,0,0,0,0,(null),(null),0.021,0,2
NRSKAI20120415,WC,0.04,0,0.039,0.003,(null),0,0,0.005,0,0.048,0.014,0.004,0,0.008,0.001,0.084,0,0,0.008,0,0,0.005,0,0.009,0.037,0,0,0,0,0.042,0.042,0.034,0.257,0.291,0,0,0,0,(null),(null),0.015,0,0
NRSPHB20090223,WC,0.029,0,0.027,0,(null),0.014,0,0,0,0.024,0.044,0.005,0,0.008,0.004,0.039,0,0,0.014,0,0,0,0,0.005,0.024,0,0,0,0,0.033,0.033,0,0.21,0.21,0,0,0,0,(null),(null),0.013,0,1
NRSESP20121212,WC,0.014,0,0.03,0,(null),0.007,0,0,0,0.016,0.035,0.004,0,0.007,0.004,0.03,0,0,0.012,0,0.003,0.002,0,0,0.027,0.004,0,0,0,0.038,0.038,0.023,0.232,0.255,0,0,0,0,(null),(null),0.01,0,1
NRSNSI20091015,WC,0.128,0,0,0.157,(null),0,0,0.01,0,0.014,0.298,0,0,0,0,0.049,0,0,0.032,0,0,0,0,0.008,0.004,0,0,0,0,0.013,0.013,0,0.575,0.575,0,0,0,0,(null),(null),0.009,0,2
NRSNSI20091115,WC,0,0,0.006,0,(null),0,0,0,0,0.013,0.018,0,0,0,0,0.022,0,0,0.006,0,0,0,0,0,0.031,0,0,0,0,0.01,0.01,0,0.11,0.11,0,0,0,0,(null),(null),0.004,0,2
NRSNSI20091215,WC,0.062,0,0,0.204,(null),0,0,0.008,0,0.008,0.577,0.005,0,0.009,0.003,0.03,0.007,0,0.058,0,0,0.004,0,0.022,0.035,0.003,0,0,0,0.066,0.066,0,1.297,1.297,0,0,0,0,(null),(null),0.023,0,2
NRSNSI20110220,WC,0.061,0,0.054,0,(null),0.059,0,0,0,0.024,0.207,0.002,0,0.005,0.002,0.031,0,0,0.014,0,0,0,0,0.004,0.056,0,0,0,0.005,0.032,0.037,0.036,0.459,0.495,0,0,0,0,(null),(null),0.02,0,2
NRSPHB20130611,WC,0.072,0,0.081,0.004,(null),0,0,0.008,0,0.065,0.033,0.012,0,0.026,0.007,0.11,0,0,0.015,0,0.004,0.027,0,0,0.018,0.004,0,0,0,0.115,0.115,0.007,0.589,0.596,0,0,0,0,(null),(null),0.025,0,1
NRSPHB20140911,WC,0.099,0,0.221,0,(null),0.236,0.042,0.147,0,0.038,0.185,0.032,0,0.086,0.025,0.108,0,0,0.065,0,0.006,0.032,0,0.005,0.006,0,0,0,0,0.313,0.313,0,1.226,1.226,0,0,0,0,(null),(null),0.043,0,1
NRSYON20140717,WC,0.01,0,0.014,0,(null),0.004,0,0,0,0.01,0.013,0,0,0,0.002,0.024,0,0,0.006,0,0,0,0,0,0.093,0,0,0,0.006,0.014,0.02,0.079,0.128,0.207,0,0,0,0,(null),(null),0.017,0,1
NRSPHB20141021,WC,0.157,0,0.266,0,(null),0.175,0.133,0.056,0,0.036,0.375,0.007,0,0.02,0.006,0.118,0.009,0,0.075,0,0,0.02,0,0.006,0.007,0,0,0,0,0.075,0.075,0,1.414,1.414,0,0,0,0,(null),(null),0.037,0,1
NRSPHB20141208,WC,0.071,0,0.219,0,(null),0.279,0.247,0.025,0,0.012,0.41,0.004,0,0.009,0.004,0.041,0.003,0,0.042,0,0,0.012,0,0.003,0.016,0,0,0,0,0.037,0.037,0.007,0.924,0.931,0,0,0,0,(null),(null),0.027,0,1
NRSPHB20141112,WC,0.248,0,0.187,0,(null),0.044,0.033,0.034,0,0.068,0.334,0.006,0,0.017,0.005,0.137,0.008,0,0.062,0,0,0.003,0,0.006,0.016,0,0,0,0,0.057,0.057,0,1.225,1.225,0,0,0,0,(null),(null),0.029,0,1
NRSMAI20100120,WC,0.047,0,0.065,0,(null),0,0,0.013,0,0.029,0.056,0.022,0,0.044,0.014,0.113,0,0,0.025,0,0.007,0.022,0,0.005,0.056,0,0,0,0,0.181,0.181,0,0.656,0.656,0,0,0,0,(null),(null),0.029,0,1
NRSMAI20100505,WC,0.011,0,0.042,0,(null),0,0,0.009,0,0.022,0.076,0.011,0,0.028,0.01,0.073,0,0,0.017,0,0,0.031,0,0,0.011,0,0,0,0,0.106,0.106,0,0.529,0.529,0,0,0,0,(null),(null),0.023,0,1
NRSMAI20100527,WC,0.006,0,0.019,0,(null),0,0,0,0,0.021,0.02,0.004,0,0.016,0.005,0.039,0,0,0.009,0,0,0.009,0,0,0,0,0,0,0,0.047,0.047,0,0.187,0.187,0,0,0,0,(null),(null),0.003,0,2
NRSMAI20100615,WC,0.021,0,0.031,0,(null),0,0,0.007,0,0.025,0.033,0.012,0,0.025,0.008,0.054,0,0,0.012,0,0,0.019,0,0,0.014,0,0,0,0,0.09,0.09,0,0.359,0.359,0,0,0,0,(null),(null),0.014,0,2
NRSMAI20121112,WC,0.063,0,0.149,0.009,(null),0.022,0,0,0,0.031,0.155,0.045,0,0.138,0.054,0.03,0,0,0.031,0,0.008,0.076,0,0.004,0.057,0,0,0,0,0.413,0.413,0,1.25,1.25,0,0,0,0,(null),(null),0.052,0,1
NRSNSI20130706,WC,0.02,0,0.035,0,(null),0.01,0,0,0,0.015,0.029,0,0,0,0,0.035,0,0,0.006,0,0,0,0,0,0.046,0,0,0,0.016,0.019,0.035,0.07,0.2,0.27,0,0,0,0,(null),(null),0.016,0,1
NRSNSI20130913,WC,0.01,0,0,0,(null),0.007,0,0,0,0.006,0.014,0.003,0,0,0,0.015,0,0,0.003,0,0,0,0,0,0.038,0.003,0,0,0,0.017,0.017,0.011,0.143,0.154,0,0,0,0,(null),(null),0.007,0,0
NRSROT20091026,WC,0.024,0,0.035,0,(null),0,0,0,0,0.024,0.036,0.01,0,0.022,0.008,0.067,0,0,0.012,0,0,0.01,0,0,0.013,0,0,0,0,0.077,0.077,0,0.317,0.317,0,0,0,0,(null),(null),0.013,0,2
NRSROT20130125,WC,0.023,0,0.058,0,(null),0.032,0.03,0,0,0.006,0.118,0,0,0,0.002,0.017,0,0,0.018,0,0,0,0,0.003,0.044,0,0,0,0,0.01,0.01,0.007,0.362,0.369,0,0,0,0,(null),(null),0.017,0,1
NRSDAR20120729_16:30,WC,0.027,0,0.044,0,(null),0,0,0,0,0,0.135,0,0,0.02,0,0.023,0,0,0.013,0,0,0,0,0,0.07,0,0,0,0,0.043,0.043,0,0.533,0.533,0,0,0,0,(null),(null),0.029,0,0
NRSDAR20120729_22:30,WC,0.035,0,0.049,0.026,(null),0,0,0,0,0,0.186,0,0,0,0,0.024,0,0,0.02,0,0,0,0,0,0.089,0,0,0,0,0.058,0.058,0,0.662,0.662,0,0,0,0,(null),(null),0.049,0,0
